CityTown,Location,StateTerritory,Country,Date,EstimateText,EstimateLow,BestGuess,EstimateHigh,AdjustedLow,AdjustedHigh,Actor,Claim,Pro (2)/anti(1),EventType,ReportedArrests,ReportedParticipantInjuries,ReportedPoliceInjuries,ReportedPropertyDamage,TownsCities,Events,Source1,Source2,Source3,Misc,,,,
Boise,,ID,USA,2017-02-16,,200,200,200,220,180,general protesters,against Betsy DeVos appointment,1,protest,0,0,0,0,1,1,http://www.idahostatesman.com/news/local/education/article133155104.html,,,,,,,
Chicago,Union Park,IL,USA,2017-02-16,,200,1100,2000,220,1800,general protesters,Against immigration executive order,1,rally,0,0,0,0,1,1,http://abc7chicago.com/news/immigrants-rally-as-part-of-national-day-of-action/1757486/,http://chicagoist.com/2017/02/16/more_than_a_thousand_protesters_are.php#photo-1,,,,,,
Indianapolis,Statehouse,IN,USA,2017-02-16,,250,250,250,275,225,general protesters,Immigrant Rights,1,protest,0,0,0,0,1,1,http://www.indystar.com/story/news/2017/02/16/indy-experiences-day-without-immigrants/98007718/,,,,,,,
Wichita,Nomar Plaza,KS,USA,2017-02-16,,400,400,400,440,360,general protesters,Immigrant Rights,1,protest,0,0,0,0,1,1,http://www.kansas.com/news/local/education/article133087019.html,,,,,,,
Baton Rouge,,LA,USA,2017-02-16,,,,,,,general protesters,Immigrant Rights,1,strike,0,0,0,0,1,1,http://www.theadvocate.com/baton_rouge/news/business/article_25bfd41c-f466-11e6-bb48-cf78d7e9b15a.html,,,,,,,
New Orleans,,LA,USA,2017-02-16,,,,,,,general protesters,Immigrant Rights,1,strike,0,0,0,0,1,1,http://www.theadvocate.com/baton_rouge/news/business/article_25bfd41c-f466-11e6-bb48-cf78d7e9b15a.html,,,,,,,
Milford,,MA,USA,2017-02-16,,,,,,,general protesters,Immigrant Rights,1,strike,0,0,0,0,1,1,http://www.metrowestdailynews.com/news/20170216/a-day-without-immigrants-in-metrowest-milford-area,,,,,,,
Northampton,,MA,USA,2017-02-16,,,,,,,general protesters,Immigrant Rights,1,strike,0,0,0,0,1,1,http://www.gazettenet.com/Some-restaurants-close-for-day-without-immigrants-8147837,,,,,,,
West Springfield,,MA,USA,2017-02-16,,,,,,,general protesters,Immigrant Rights,1,strike,0,0,0,0,1,1,http://www.gazettenet.com/Some-restaurants-close-for-day-without-immigrants-8147838,,,,,,,
Anne Arundel County,,MD,USA,2017-02-16,,,,,,,general protesters,Immigrant Rights,1,strike,0,0,0,0,1,1,http://www.capitalgazette.com/news/ph-ac-cn-immigrants-boycott-0217-20170217-story.html,,,,,,,
Baltimore,Patterson Park,MD,USA,2017-02-16,,200,200,200,220,180,general protesters,Immigrant Rights,1,protest,0,0,0,0,1,1,http://www.baltimoresun.com/news/maryland/baltimore-city/bs-md-day-without-immigrants-20170216-story.html,,,,,,,
Portland,Abromson Community Center,ME,USA,2017-02-16,,200,200,200,220,180,Portland Racial Justice Congress,Against speech by Tea Party leader Michael Johns,1,protest,0,0,0,0,1,1,http://www.pressherald.com/2017/02/16/protesters-gather-at-usm-before-anticipated-speech-by-controversial-lawmaker/,,,,,,,
Detroit,Clark Park,MI,USA,2017-02-16,,200,350,500,220,450,Mangonadas Del Barrio,Immigrant Rights,1,march,0,0,0,0,1,1,http://www.crainsdetroit.com/article/20170216/NEWS/170219882/detroit-businesses-close-for-day-without-immigrants-protests,http://www.freep.com/story/news/local/michigan/detroit/2017/02/16/day-without-immigrants-protest-detroit/97991056/,http://www.detroitnews.com/picture-gallery/news/local/detroit-city/2017/02/16/a-day-without-immigrants-rally-and-march-in-southwest-detroit/98000130/,,,,,
Grand Rapids,,MI,USA,2017-02-16,,1500,1500,1500,1650,1350,general protesters,Immigrant Rights,1,protest,0,0,0,0,1,1,http://woodtv.com/2017/02/16/grps-may-call-snow-day-after-immigrant-out-day-depletes-classes/,,,,,,,
Pontiac,,MI,USA,2017-02-16,,500,500,500,550,450,general protesters,Immigrant Rights,1,protest,0,0,0,0,1,1,http://www.freep.com/story/news/local/michigan/detroit/2017/02/16/day-without-immigrants-protest-detroit/97991056/,,,,,,,
Ypsilanti,,MI,USA,2017-02-16,,,,,,,general protesters,Immigrant Rights,1,strike,0,0,0,0,1,1,http://www.freep.com/story/news/local/michigan/detroit/2017/02/16/day-without-immigrants-protest-detroit/97991056/,,,,,,,
St. Paul,Mexican Consulate,MN,USA,2017-02-16,,200,600,1000,220,900,general protesters,Immigrant rights,1,march,0,0,0,0,1,1,http://www.twincities.com/2017/02/16/mn-day-without-immigrants-protest-restaurants-closed-minneapolis-st-paul/,http://www.kare11.com/news/politics/businesses-close-for-a-day-without-immigrants-protest/408720497,,,,,,
St. Paul,State Capitol,MN,USA,2017-02-16,,60,105,150,66,135,Black Lives Matter,Against anti-protest law,1,protest,0,0,0,0,0,1,http://www.grandforksherald.com/news/4219659-protesters-seek-freedom-protest,,,,,,,
Kansas City,,MO,USA,2017-02-16,,400,400,400,440,360,general protesters,Immigrant Rights,1,protest,0,0,0,0,1,1,http://www.kansascity.com/news/nation-world/immigration-refugees/article133127474.html,,,,,,,
Asheville,,NC,USA,2017-02-16,,,,,,,general protesters,Immigrant Rights,1,strike,0,0,0,0,1,1,http://wlos.com/news/local/day-without-immigrants-protest-impacts-mountain-restaurants,,,,,,,
Charlotte,Marshall Park,NC,USA,2017-02-16,,7000,7500,8000,7700,7200,general protesters,Immigrant rights,1,march,0,0,0,0,1,1,http://www.wsoctv.com/news/local/businesses-refuse-to-open-for-national-immigrant-strike/494553024,http://www.wbtv.com/story/34522968/thousands-take-to-uptown-streets-for-a-day-without-immigrants-march,,,,,,
Raleigh,,NC,USA,2017-02-16,,700,700,700,770,630,general protesters,Immigrant Rights,1,rally,0,0,0,0,1,1,http://www.voanews.com/a/immigrants-protest-trump-policies/3727717.html,,,,,,,
Wilmington,Hugh McRae Park,NC,USA,2017-02-16,,100,150,200,110,180,general protesters,Immigrant Rights,1,protest,0,0,0,0,1,1,http://www.starnewsonline.com/news/20170216/local-protest-highlights-supports-immigrant-community,headcount from video,,,,,,
Grand Island,,NE,USA,2017-02-16,,180,180,180,198,162,general protesters,Immigrant Rights,1,protest,0,0,0,0,1,1,http://www.kearneyhub.com/news/state/grand-island-peace-march-part-of-national-day-without-immigrants/article_411ce9ca-f538-11e6-83a7-d3dd5d4ac0fb.html,,,,,,,
Lakewood,Town Square,NJ,USA,2017-02-16,,2000,2000,2000,2200,1800,general protesters,Immigrant Rights,1,rally,0,0,0,0,1,1,http://www.app.com/picture-gallery/news/local/people/2017/02/16/thousands-flock-to-a-day-without-immigrants-rally-in-lakewood/98000302/,,,,,,,
Perth Amboy,Our Lady of Fatima Church,NJ,USA,2017-02-16,,150,175,200,165,180,general protesters,against the immigration ban,1,protest,0,0,0,0,1,1,http://www.mycentraljersey.com/story/news/local/middlesex-county/2017/02/16/hundreds-rally-perth-amboy-during-day-without-immigrants/98003150/,,,,,,,
Weehawken,,NJ,USA,2017-02-16,,,,,,,general protesters,Immigrant Rights,1,strike,0,0,0,0,1,1,http://newjersey.news12.com/news/weehawken-restaurant-closes-for-day-without-immigrants-protest-1.13132711,,,,,,,
Las Vegas,,NV,USA,2017-02-16,,,,,,,general protesters,Immigrant Rights,1,strike,0,0,0,0,1,1,https://lasvegassun.com/news/2017/feb/16/some-stores-in-las-vegas-close-to-recognize-immigr/,,,,,,,
Buffalo,,NY,USA,2017-02-16,,24,30,36,26.4,32.4,general protesters,Demanding firing of school board member for racist comments,0,protest,0,0,0,0,1,1,http://www.wkbw.com/news/protesters-bring-school-board-meeting-to-stop,,,,,,,
Long Island,,NY,USA,2017-02-16,,25,25,25,27.5,22.5,general protesters,Immigrant Rights,1,strike,0,0,0,0,1,1,http://www.syracuse.com/politics/index.ssf/2017/02/day_without_immigrants_protesters_fired.html,,,,,,,
Spring Valley,,NY,USA,2017-02-16,,1000,1000,1000,1100,900,general protesters,Immigrant Rights,1,protest,0,0,0,0,1,1,http://westchester.news12.com/news/day-without-immigrants-protest-held-in-spring-valley-1.13136598,,,,,,,
Yonkers,,NY,USA,2017-02-16,,200,200,200,220,180,general protesters,Immigrant Rights,1,strike,0,0,0,0,1,1,http://westchester.news12.com/news/hundreds-march-in-day-without-immigrants-rally-in-yonkers-1.13136519,,,,,,,
Columbus,State House,OH,USA,2017-02-16,,200,200,200,220,180,general protesters,Immigrant Rights,1,protest,0,0,0,0,1,1,http://abc6onyourside.com/news/local/day-without-immigrants-protests-come-to-columbus,,,,,,,
Catoosa,,OK,USA,2017-02-16,,12,12,12,13.2,10.8,general protesters,Immigrant Rights,1,strike,0,0,0,0,1,1,http://www.mydaytondailynews.com/news/national/oklahoma-restaurant-fires-employees-who-participated-protest/UukpXNpoTECkRBYiAIYkcL/,,,,,,,
Oklahoma City,,OK,USA,2017-02-16,,,,,,,general protesters,Immigrant Rights,1,strike,0,0,0,0,1,1,http://kfor.com/2017/02/16/multiple-oklahoma-city-businesses-participate-in-day-without-immigrants-protest/,,,,,,,
Tulsa,,OK,USA,2017-02-16,,,,,,,general protesters,Immigrant Rights,1,strike,0,0,0,0,1,1,http://www.foxnews.com/us/2017/02/20/dozens-workers-lose-their-jobs-for-participating-in-day-without-immigrants-protest.html?intcmp=latestnews,,,,,,,
Hermiston,,OR,USA,2017-02-16,,,,,,,general protesters,Immigrant Rights,1,strike,0,0,0,0,1,1,http://www.eastoregonian.com/eo/local-news/20170216/across-hermiston-and-us-immigrants-participate-in-protest,,,,,,,
Hood River,Overlook Memorial Park,OR,USA,2017-02-16,,240,240,240,264,216,general protesters,Immigrant Rights,1,protest,0,0,0,0,1,1,http://www.hoodrivernews.com/news/2017/feb/18/we-all-make-america-great-pro-immigrant-march-draw/,,,,,,,
Portland,Portland State University,OR,USA,2017-02-16,,200,200,200,220,180,Black Lives Matter,Against police killing of Black child Quanice Hayes,1,march,0,0,0,0,1,1,http://www.opb.org/news/article/quanice-hayes-portland-march-teenager-police-shooting/,,,,,,,
Tillamook,,OR,USA,2017-02-16,,30,30,30,33,27,general protesters,Immigrant Rights,1,walk-out,0,0,0,0,1,1,http://www.tillamookheadlightherald.com/news/students-protest-immigration-policies/article_0bd12302-f872-11e6-96f2-d3673d7b3bcc.html,,,,,,,
Umatilla,,OR,USA,2017-02-16,,,,,,,general protesters,Immigrant Rights,1,strike,0,0,0,0,1,1,http://www.eastoregonian.com/eo/local-news/20170216/across-hermiston-and-us-immigrants-participate-in-protest,,,,,,,
King of Prussia,,PA,USA,2017-02-16,,,,,,,general protesters,Immigrant Rights,1,strike,0,0,0,0,1,1,http://www.foxnews.com/us/2017/02/20/dozens-workers-lose-their-jobs-for-participating-in-day-without-immigrants-protest.html?intcmp=latestnews,,,,,,,
Philadelphia,,PA,USA,2017-02-16,,,,,,,general protesters,Immigrant Rights,1,strike,0,0,0,0,1,1,http://www.uticaod.com/news/20170216/day-without-immigrants-protest-closes-many-us-restaurants,,,,,,,
Pittsburgh,Broadway Ave.,PA,USA,2017-02-16,,24,24,24,26.4,21.6,general protesters,Immigrant Rights,1,march,0,0,0,0,1,1,http://www.chron.com/news/houston-texas/article/Businesses-across-state-close-in-support-of-10937915.php#photo-12384946,,,,,,,
Bluffton,Bluffton Parkway near Simmonsville Road,SC,USA,2017-02-16,,100,100,100,110,90,general protesters,Immigrant Rights,1,protest,0,0,0,0,1,1,http://www.islandpacket.com/latest-news/article133171654.html,,,,,,,
Greenville,,SC,USA,2017-02-16,,,,,,,general protesters,Immigrant Rights,1,strike,0,0,0,0,1,1,http://www.greenvilleonline.com/story/news/2017/02/16/some-hispanic-businesses-close-day-protest/98004960/,,,,,,,
Lexington County,,SC,USA,2017-02-16,,,,,,,general protesters,Immigrant Rights,1,strike,0,0,0,0,1,1,http://www.khou.com/news/nation-now/21-people-fired-after-taking-part-in-a-day-without-immigrants/409550478,,,,,,,
Lowcountry,,SC,USA,2017-02-16,,,,,,,general protesters,Immigrant Rights,1,strike,0,0,0,0,1,1,http://wsav.com/2017/02/16/lowcountry-workers-take-part-in-immigration-protest/,,,,,,,
York County,,SC,USA,2017-02-16,,,,,,,general protesters,Immigrant Rights,1,strike,0,0,0,0,1,1,http://www.heraldonline.com/news/local/article133181189.html,,,,,,,
Nashville,,TN,USA,2017-02-16,,,,,,,general protesters,Immigrant Rights,1,strike,0,0,0,0,1,1,http://www.wsmv.com/story/34522533/nashville-restaurants-closing-to-protest-immigration-policies,,,,,,,
Nashville,,TN,USA,2017-02-16,,12,13.5,15,13.2,13.5,general protesters,No Dakota Pipeline,1,protest,0,0,0,0,0,1,http://wkrn.com/2017/02/17/local-protesters-speak-out-about-dakota-access-pipeline/,,,,,,,
Nolensville,,TN,USA,2017-02-16,,20,20,20,22,18,general protesters,Immigrant Rights,1,strike,0,0,0,0,1,1,http://www.syracuse.com/politics/index.ssf/2017/02/day_without_immigrants_protesters_fired.html,,,,,,,
Austin,City Hall,TX,USA,2017-02-16,,240,620,1000,264,900,general protesters,Immigrant Rights,1,protest,0,0,0,0,1,1,http://www.statesman.com/news/breaking-news/more-join-protesters-rallying-downtown-austin-support-immigrants/hqDb805aVTYpeA1NFPOkuK/,http://www.dallasnews.com/news/photos/2017/02/16/photos-texans-join-nation-day-without-immigrants-protest,http://www.usatoday.com/story/news/nation/2017/02/16/a-day-without-immigrants-strike/97965460/,,,,,
Dallas,Moises E. Molina High School,TX,USA,2017-02-16,,80,100,120,88,108,Students,Immigrant Rights,1,walk out,0,0,0,0,1,1,http://www.dallasnews.com/news/photos/2017/02/16/photos-texans-join-nation-day-without-immigrants-protest,,,,,,,
Houston,Guadalupe Plaza,TX,USA,2017-02-16,,1000,1000,1000,1100,900,general protesters,Immigrant Rights,1,protest,0,0,0,0,1,1,http://www.khou.com/news/politics/day-without-immigrants-rally-protests-held-in-houston/409098216,,,,,,,
Sherman,Grayson County Courthouse,TX,USA,2017-02-16,,20,35,50,22,45,general protesters,Immigrant Rights,1,march,0,0,0,0,1,1,http://www.dallasnews.com/news/photos/2017/02/16/photos-texans-join-nation-day-without-immigrants-protest,,http://www.chron.com/news/houston-texas/article/Businesses-across-state-close-in-support-of-10937915.php#photo-12384945,,,,,
Waco,,TX,USA,2017-02-16,,1000,1050,1100,1100,990,general protesters,Immigrant Rights,1,strike,0,0,0,0,1,1,http://www.newswest9.com/story/34526748/parents-students-participate-in-protest,,,,,,,
Ogden,,UT,USA,2017-02-16,,,,,,,general protesters,Immigrant Rights,1,strike,0,0,0,0,1,1,http://www.sltrib.com/news/4951374-155/day-without-immigrants-protest-closes-restaurants,,,,,,,
Salt Lake City,,UT,USA,2017-02-16,,,,,,,general protesters,Immigrant Rights,1,strike,0,0,0,0,1,1,http://www.sltrib.com/news/4951374-155/day-without-immigrants-protest-closes-restaurants,,,,,,,
Suffolk,Hilton Garden Inn,VA,USA,2017-02-16,,21,22,23,23.1,20.7,The Sierra Club,Against Atlantic Coast Pipeline,1,protest,0,0,0,0,1,1,http://pilotonline.com/news/local/environment/protesters-advocates-speak-out-on-atlantic-coast-pipeline-at-federal/article_fe161fcf-1c9c-5747-b37f-3761bde7c6bd.html,,,,,,,
Wenatchee,Memorial Park,WA,USA,2017-02-16,,100,100,100,110,90,general protesters,Immigrant Rights,1,protest,0,0,0,0,1,1,http://www.ncwlife.com/day-without-immigrants-boycott-rally-memorial-park/,,,,,,,
Jackson Hole,,WY,USA,2017-02-16,,150,150,150,165,135,general protesters,Immigrant Rights,1,protest,0,0,0,0,1,1,http://www.jhnewsandguide.com/jackson_hole_daily/local/immigrants-march-for-rights/article_3e85e61b-c1ce-5df2-8cc4-2a020b72a858.html,,,,,,,
Phoenix,16th St. and I-10,AZ,USA,2017-02-17,,20,25,30,22,27,general protesters,Immigrant Rights,1,protest,0,0,0,0,1,1,http://www.12news.com/news/local/valley/anti-trump-protesters-display-signs-over-i-10-in-phoenix/409416123,http://www.abc15.com/news/region-phoenix-metro/central-phoenix/protesters-near-interstate-10-in-downtown-phoenix-creating-traffic-backups-during-rush-hour,,,,,,
Los Angeles,Regent Theater,CA,USA,2017-02-17,,60,60,60,66,54,general protesters,Immigrant Rights,1,protest,0,0,0,0,1,1,http://www.reuters.com/article/us-usa-trump-strike-idUSKBN15W1XL,,,,,,,
Riverside,Rubidoux High School,CA,USA,2017-02-17,,150,150,150,165,135,students,immigrant rights,1,walkout,0,0,0,0,1,1,http://www.pe.com/articles/class-825732-students-protesting.html,,,,,,,
San Francisco,Embarcadero,CA,USA,2017-02-17,,24,24,24,26.4,21.6,Refuse Fascism,anti-Trump,1,protest,0,0,0,0,1,1,http://www.sfgate.com/bayarea/article/Trump-protesters-use-SF-s-Ferry-Building-as-10942321.php,,,,,,,
Fort Meyers,Florida Gulf Coast University,FL,USA,2017-02-17,,24,24,24,26.4,21.6,general protesters,immigrant rights,1,protest,0,0,0,0,1,1,http://www.nbc-2.com/story/34535309/fgcu-students-rally-against-trump-immigration-policy,,,,,,,
Gainesville,300 Jesse Jewell Parkway,FL,USA,2017-02-17,,50,50,50,55,45,general protesters,Immigrant Rights,1,protest,0,0,0,0,1,1,http://www.gainesvilletimes.com/section/6/article/121999/,,,,,,,
Augusta ,,GA,USA,2017-02-17,,5,5,5,5.5,4.5,general protesters,anti-Trump,1,protest,0,0,0,0,1,1,http://chronicle.augusta.com/news/2017-02-17/group-rallies-against-president-augusta-intersection,headcount from photo,,,,,,
Augusta ,,GA,USA,2017-02-17,,2,2,2,2.2,1.8,general protesters,pro-Trump,2,rally,0,0,0,0,0,1,http://chronicle.augusta.com/news/2017-02-17/group-rallies-against-president-augusta-intersection,headcount from photo,,,,,,
Dahlonega,,GA,USA,2017-02-17,,200,200,200,220,180,general protesters,Against KKK sign on historic building,0,protest,0,0,0,0,1,1,http://www.fox5atlanta.com/news/236576001-story,,,,,,,
Chicago,Daley Plaza,IL,USA,2017-02-17,,24,24,24,26.4,21.6,general protesters,Immigrant Rights,1,protest,0,0,0,0,1,1,http://www.presstv.ir/Detail/2017/02/18/511030/US-protest-Trump-A-Day-Without-Immigrants,,,,,,,
Goshen,Elkhart County Courthouse,IN,USA,2017-02-17,,75,75,75,82.5,67.5,general protesters,immigrant rights,1,protest,0,0,0,0,1,1,http://www.elkharttruth.com/news/taking-a-stand-latino-community-rallies-in-goshen-stands-in/article_bb90b6ba-4a76-53e8-b108-ccd736de8b53.html,,,,,,,
Amherst,UMass-Amherst,MA,USA,2017-02-17,,50,50,50,55,45,general protesters,Against deportations,1,protest,0,0,0,0,1,1,http://www.gazettenet.com/Few-turn-out-for-rally-aimed-at-pushing-UMass-administrators-to-declare-campus-a-sanctuary-for-undocumented-immigrants-8163315,,,,,,,
Detroit,ICE Offices,MI,USA,2017-02-17,,150,150,150,165,135,general protesters,Against deportations,1,protest,0,0,0,0,1,1,http://www.freep.com/story/news/local/michigan/detroit/2017/02/17/protesters-demonstrate-outside-federal-ice-office-detroit/98065426/,,,,,,,
Detroit,state eduation offices,MI,USA,2017-02-17,,100,100,100,110,90,general protesters,against school closures,0,protest,0,0,0,0,0,1,http://www.freep.com/story/news/education/2017/02/17/rally-detroit-school-closures/98048520/,,,,,,,
Charlotte,Martin Luther King Middle School,NC,USA,2017-02-17,,300,300,300,330,270,High School Students,Immigrant rights,1,protest,0,0,0,0,1,1,http://www.wsoctv.com/news/local/hundreds-of-students-walk-out-protest-at-charlotte-mecklenburg-schools-officials-say/495077045?ecmp=wsoctv_social_facebook_2014_sfp,,,,,,,
New Bern,New Bern Riverfront Convention Center,NC,USA,2017-02-17,,15,15,15,16.5,13.5,general protesters,Against HB2 Anti-Transgender Law,1,rally,0,0,0,0,1,1,http://www.newbernsj.com/news/20170217/hb2-protesters-make-voices-heard-outside-reagan-day-dinner,,,,,,,
